時間,小時,平均車速,交通量,週次,週次標註
1/1,0,85.0322197,9249,1,0
1/1,1,85.39214821,9068,1,0
1/1,2,85.18121344,8719,1,0
1/1,3,85.36177312,8392,1,0
1/1,4,85.09773651,8615,1,0
1/1,5,85.2832878,8419,1,0
1/1,6,85.256781,9475,1,0
1/1,7,84.54713629,9568,1,0
1/1,8,84.31739583,9600,1,0
1/1,9,83.79395765,10294,1,0
1/1,10,83.95551687,10341,1,0
1/1,11,84.23688485,10465,1,0
1/1,12,84.41067782,10283,1,0
1/1,13,84.06406445,10427,1,0
1/1,14,83.62909056,10512,1,0
1/1,15,83.68779893,10663,1,0
1/1,16,84.33193195,10228,1,0
1/1,17,84.65180534,9555,1,0
1/1,18,85.06250717,8719,1,0
1/1,19,85.05626364,8709,1,0
1/1,20,85.44968214,8337,1,0
1/1,21,85.53914634,8200,1,0
1/1,22,85.96209613,8759,1,0
1/1,23,86.28763412,9227,1,0
1/2,0,84.95087266,9282,2,0
1/2,1,85.27664947,9109,2,0
1/2,2,85.07966625,8749,2,0
1/2,3,85.2671176,8427,2,0
1/2,4,84.978369,8645,2,0
1/2,5,85.23692016,8429,2,0
1/2,6,85.18267915,9503,2,0
1/2,7,84.45993357,9634,2,0
1/2,8,84.27312319,9644,2,0
1/2,9,83.72966692,10328,2,0
1/2,10,83.9229581,10358,2,0
1/2,11,84.20072333,10507,2,0
1/2,12,84.34143743,10324,2,0
1/2,13,84.01379442,10439,2,0
1/2,14,83.56952635,10514,2,0
1/2,15,83.61612571,10691,2,0
1/2,16,84.25255375,10279,2,0
1/2,17,84.56171101,9585,2,0
1/2,18,84.9995428,8749,2,0
1/2,19,84.99611206,8745,2,0
1/2,20,85.35134168,8385,2,0
1/2,21,85.44229835,8232,2,0
1/2,22,85.87821025,8761,2,0
1/2,23,86.20344119,9241,2,0
1/3,0,85.0332428,9205,3,0
1/3,1,85.37667367,9037,3,0
1/3,2,85.18721934,8685,3,0
1/3,3,85.38313627,8373,3,0
1/3,4,85.11780502,8565,3,0
1/3,5,85.33353236,8374,3,0
1/3,6,85.30192878,9436,3,0
1/3,7,84.56307628,9544,3,0
1/3,8,84.34765788,9564,3,0
1/3,9,83.81667317,10244,3,0
1/3,10,83.9992224,10288,3,0
1/3,11,84.28074046,10426,3,0
1/3,12,84.42090865,10235,3,0
1/3,13,84.08533769,10394,3,0
1/3,14,83.67752723,10466,3,0
1/3,15,83.67390487,10638,3,0
1/3,16,84.31392728,10203,3,0
1/3,17,84.64430659,9511,3,0
1/3,18,85.06951318,8689,3,0
1/3,19,85.08175014,8685,3,0
1/3,20,85.45493924,8311,3,0
1/3,21,85.55358454,8174,3,0
1/3,22,85.97405281,8710,3,0
1/3,23,86.31175895,9193,3,0
1/4,0,84.89891735,9329,4,0
1/4,1,85.29223047,9164,4,0
1/4,2,85.01841328,8798,4,0
1/4,3,85.20398773,8476,4,0
1/4,4,84.91523088,8706,4,0
1/4,5,85.17047866,8482,4,0
1/4,6,85.14323135,9544,4,0
1/4,7,84.43975966,9653,4,0
1/4,8,84.19679752,9680,4,0
1/4,9,83.68746981,10351,4,0
1/4,10,83.90751779,10402,4,0
1/4,11,84.16118609,10522,4,0
1/4,12,84.27892602,10354,4,0
1/4,13,83.96898263,10478,4,0
1/4,14,83.54550615,10570,4,0
1/4,15,83.56798062,10731,4,0
1/4,16,84.22334434,10298,4,0
1/4,17,84.5343448,9623,4,0
1/4,18,84.92479836,8803,4,0
1/4,19,84.9270786,8804,4,0
1/4,20,85.29827893,8425,4,0
1/4,21,85.41278859,8273,4,0
1/4,22,85.84441173,8831,4,0
1/4,23,86.15562487,9298,4,0
1/5,0,84.54223549,9376,5,1
1/5,1,84.89781498,9199,5,1
1/5,2,84.68755656,8840,5,1
1/5,3,84.830171,8538,5,1
1/5,4,84.56759534,8758,5,1
1/5,5,84.81737194,8531,5,1
1/5,6,84.83364662,9576,5,1
1/5,7,84.13833625,9701,5,1
1/5,8,83.90056613,9715,5,1
1/5,9,83.45563041,10390,5,1
1/5,10,83.62408969,10436,5,1
1/5,11,83.8709434,10600,5,1
1/5,12,83.99327247,10405,5,1
1/5,13,83.70799658,10517,5,1
1/5,14,83.2932579,10605,5,1
1/5,15,83.32909866,10784,5,1
1/5,16,83.92994,10334,5,1
1/5,17,84.20219371,9664,5,1
1/5,18,84.58646786,8853,5,1
1/5,19,84.58771632,8841,5,1
1/5,20,84.91994813,8482,5,1
1/5,21,85.01655272,8337,5,1
1/5,22,85.47507894,8868,5,1
1/5,23,85.81473954,9349,5,1
1/6,0,84.7930735,9211,6,1
1/6,1,85.14311032,9028,6,1
1/6,2,84.89551895,8681,6,1
1/6,3,85.07726349,8361,6,1
1/6,4,84.78727866,8584,6,1
1/6,5,85.02149767,8373,6,1
1/6,6,85.0078598,9415,6,1
1/6,7,84.27229899,9552,6,1
1/6,8,84.03291536,9570,6,1
1/6,9,83.55223881,10251,6,1
1/6,10,83.74475728,10300,6,1
1/6,11,84.05346668,10399,6,1
1/6,12,84.1651063,10254,6,1
1/6,13,83.83720482,10375,6,1
1/6,14,83.38164666,10494,6,1
1/6,15,83.47638797,10609,6,1
1/6,16,84.08587393,10201,6,1
1/6,17,84.37736047,9532,6,1
1/6,18,84.76390648,8683,6,1
1/6,19,84.80165765,8687,6,1
1/6,20,85.1509502,8314,6,1
1/6,21,85.24742647,8160,6,1
1/6,22,85.73030999,8710,6,1
1/6,23,86.06708047,9183,6,1
1/7,0,85.06366197,8875,0,0
1/7,1,85.42770325,8721,0,0
1/7,2,85.20996527,8349,0,0
1/7,3,85.41320872,8025,0,0
1/7,4,85.09872958,8265,0,0
1/7,5,85.33581904,8046,0,0
1/7,6,85.26465753,9125,0,0
1/7,7,84.54752357,9227,0,0
1/7,8,84.29020752,9252,0,0
1/7,9,83.76391825,9933,0,0
1/7,10,83.94317727,9996,0,0
1/7,11,84.23749383,10135,0,0
1/7,12,84.3893422,9927,0,0
1/7,13,84.02122384,10083,0,0
1/7,14,83.57648795,10165,0,0
1/7,15,83.62923852,10322,0,0
1/7,16,84.27529792,9902,0,0
1/7,17,84.65786328,9201,0,0
1/7,18,85.07212056,8361,0,0
1/7,19,85.06654719,8370,0,0
1/7,20,85.50763645,7988,0,0
1/7,21,85.58686224,7840,0,0
1/7,22,86.03740767,8394,0,0
1/7,23,86.37180498,8881,0,0
1/8,0,85.14539242,9072,1,0
1/8,1,85.52733805,8907,1,0
1/8,2,85.29690794,8538,1,0
1/8,3,85.45883498,8223,1,0
1/8,4,85.18592549,8455,1,0
1/8,5,85.40851735,8242,1,0
1/8,6,85.36045636,9291,1,0
1/8,7,84.63318824,9419,1,0
1/8,8,84.39084843,9441,1,0
1/8,9,83.86552712,10121,1,0
1/8,10,84.06387383,10145,1,0
1/8,11,84.30253817,10283,1,0
1/8,12,84.46097537,10109,1,0
1/8,13,84.16089375,10249,1,0
1/8,14,83.68439888,10339,1,0
1/8,15,83.77120504,10481,1,0
1/8,16,84.39484936,10057,1,0
1/8,17,84.72279129,9372,1,0
1/8,18,85.17484483,8539,1,0
1/8,19,85.17989232,8544,1,0
1/8,20,85.56038174,8173,1,0
1/8,21,85.69071651,8025,1,0
1/8,22,86.10199324,8579,1,0
1/8,23,86.42221486,9057,1,0
1/9,0,85.24159965,9077,2,0
1/9,1,85.57424854,8916,2,0
1/9,2,85.3849573,8549,2,0
1/9,3,85.56827285,8239,2,0
1/9,4,85.26078733,8459,2,0
1/9,5,85.50999636,8253,2,0
1/9,6,85.46611446,9296,2,0
1/9,7,84.73057325,9420,2,0
1/9,8,84.45755715,9448,2,0
1/9,9,83.95448712,10129,2,0
1/9,10,84.13112661,10181,2,0
1/9,11,84.40727449,10310,2,0
1/9,12,84.53278041,10128,2,0
1/9,13,84.2006239,10258,2,0
1/9,14,83.78679318,10328,2,0
1/9,15,83.80983232,10496,2,0
1/9,16,84.46175975,10081,2,0
1/9,17,84.82963989,9386,2,0
1/9,18,85.24734074,8555,2,0
1/9,19,85.25732975,8561,2,0
1/9,20,85.6764166,8171,2,0
1/9,21,85.77217867,8037,2,0
1/9,22,86.19925382,8577,2,0
1/9,23,86.50215256,9059,2,0
1/10,0,85.00678189,9142,3,0
1/10,1,85.34088626,8959,3,0
1/10,2,85.1987187,8585,3,0
1/10,3,85.32398453,8272,3,0
1/10,4,85.05505882,8500,3,0
1/10,5,85.2888996,8297,3,0
1/10,6,85.26512475,9339,3,0
1/10,7,84.52253015,9454,3,0
1/10,8,84.2918862,9490,3,0
1/10,9,83.78990356,10162,3,0
1/10,10,83.9514174,10230,3,0
1/10,11,84.17990947,10383,3,0
1/10,12,84.3800807,10161,3,0
1/10,13,84,10316,3,0
1/10,14,83.57409187,10406,3,0
1/10,15,83.63944676,10556,3,0
1/10,16,84.27835865,10138,3,0
1/10,17,84.61709565,9441,3,0
1/10,18,85.0230072,8606,3,0
1/10,19,85.04035353,8599,3,0
1/10,20,85.41152213,8245,3,0
1/10,21,85.50735203,8093,3,0
1/10,22,85.95338346,8645,3,0
1/10,23,86.28351986,9114,3,0
1/11,0,85.13409962,9396,4,0
1/11,1,85.48546322,9218,4,0
1/11,2,85.25716543,8862,4,0
1/11,3,85.44479532,8550,4,0
1/11,4,85.16788238,8774,4,0
1/11,5,85.39386489,8541,4,0
1/11,6,85.34966128,9595,4,0
1/11,7,84.65450799,9705,4,0
1/11,8,84.38951042,9743,4,0
1/11,9,83.8964855,10414,4,0
1/11,10,84.07252054,10466,4,0
1/11,11,84.3328299,10594,4,0
1/11,12,84.47495202,10420,4,0
1/11,13,84.16431079,10541,4,0
1/11,14,83.71310319,10631,4,0
1/11,15,83.76465142,10801,4,0
1/11,16,84.39699219,10373,4,0
1/11,17,84.72278351,9700,4,0
1/11,18,85.1361227,8867,4,0
1/11,19,85.15905245,8865,4,0
1/11,20,85.55847368,8491,4,0
1/11,21,85.64226668,8347,4,0
1/11,22,86.04971319,8891,4,0
1/11,23,86.3588921,9351,4,0
1/12,0,84.94926541,9461,5,1
1/12,1,85.24219927,9294,5,1
1/12,2,85.09330651,8949,5,1
1/12,3,85.28374144,8617,5,1
1/12,4,84.97558218,8846,5,1
1/12,5,85.19441871,8636,5,1
1/12,6,85.16959487,9676,5,1
1/12,7,84.48036315,9803,5,1
1/12,8,84.24918534,9820,5,1
1/12,9,83.7618775,10482,5,1
1/12,10,83.93012231,10547,5,1
1/12,11,84.23318344,10674,5,1
1/12,12,84.33469893,10496,5,1
1/12,13,84.01913109,10611,5,1
1/12,14,83.58377672,10713,5,1
1/12,15,83.67056118,10870,5,1
1/12,16,84.27304048,10449,5,1
1/12,17,84.57142857,9765,5,1
1/12,18,84.97111186,8931,5,1
1/12,19,84.98960313,8945,5,1
1/12,20,85.33450047,8568,5,1
1/12,21,85.43475682,8430,5,1
1/12,22,85.86526245,8973,5,1
1/12,23,86.1531293,9443,5,1
1/13,0,85.01503436,9312,6,1
1/13,1,85.35941267,9126,6,1
1/13,2,85.11571754,8780,6,1
1/13,3,85.36077224,8443,6,1
1/13,4,85.04653842,8681,6,1
1/13,5,85.26561209,8471,6,1
1/13,6,85.23995371,9506,6,1
1/13,7,84.51248834,9649,6,1
1/13,8,84.29217086,9669,6,1
1/13,9,83.77397525,10344,6,1
1/13,10,83.9558569,10398,6,1
1/13,11,84.22421823,10521,6,1
1/13,12,84.37093968,10344,6,1
1/13,13,84.02668191,10494,6,1
1/13,14,83.59573662,10555,6,1
1/13,15,83.65369904,10719,6,1
1/13,16,84.2661165,10300,6,1
1/13,17,84.59123481,9629,6,1
1/13,18,85.03555556,8775,6,1
1/13,19,85.03791847,8782,6,1
1/13,20,85.40195029,8409,6,1
1/13,21,85.50453611,8267,6,1
1/13,22,85.92608548,8821,6,1
1/13,23,86.23906014,9278,6,1
1/14,0,84.96758296,9131,0,0
1/14,1,85.34839862,8961,0,0
1/14,2,85.1295415,8615,0,0
1/14,3,85.30036145,8300,0,0
1/14,4,85.00975552,8508,0,0
1/14,5,85.25099266,8311,0,0
1/14,6,85.19443259,9376,0,0
1/14,7,84.50269016,9479,0,0
1/14,8,84.25376276,9501,0,0
1/14,9,83.75800747,10178,0,0
1/14,10,83.92848758,10222,0,0
1/14,11,84.19498554,10370,0,0
1/14,12,84.35738865,10171,0,0
1/14,13,83.99553398,10300,0,0
1/14,14,83.58325331,10414,0,0
1/14,15,83.61052233,10568,0,0
1/14,16,84.29818505,10138,0,0
1/14,17,84.57594669,9454,0,0
1/14,18,84.99350348,8620,0,0
1/14,19,85.01183707,8617,0,0
1/14,20,85.3830303,8250,0,0
1/14,21,85.49203605,8099,0,0
1/14,22,85.91732192,8648,0,0
1/14,23,86.25952355,9109,0,0
1/15,0,85.38455649,9143,1,0
1/15,1,85.74740252,8951,1,0
1/15,2,85.56516698,8624,1,0
1/15,3,85.72259696,8302,1,0
1/15,4,85.42744776,8518,1,0
1/15,5,85.66819057,8312,1,0
1/15,6,85.5904528,9364,1,0
1/15,7,84.88496511,9458,1,0
1/15,8,84.62886273,9514,1,0
1/15,9,84.07637114,10174,1,0
1/15,10,84.25134107,10253,1,0
1/15,11,84.5201504,10372,1,0
1/15,12,84.68715686,10200,1,0
1/15,13,84.34272164,10332,1,0
1/15,14,83.88460058,10390,1,0
1/15,15,83.93878323,10569,1,0
1/15,16,84.59133951,10138,1,0
1/15,17,84.96817845,9459,1,0
1/15,18,85.40387966,8609,1,0
1/15,19,85.43196569,8628,1,0
1/15,20,85.8565534,8240,1,0
1/15,21,85.93198371,8101,1,0
1/15,22,86.34292317,8655,1,0
1/15,23,86.65099715,9126,1,0
1/16,0,85.03960182,9242,2,0
1/16,1,85.32253786,9047,2,0
1/16,2,85.18117025,8699,2,0
1/16,3,85.35328485,8387,2,0
1/16,4,85.04733109,8599,2,0
1/16,5,85.28856256,8376,2,0
1/16,6,85.25861521,9431,2,0
1/16,7,84.53575162,9566,2,0
1/16,8,84.29413606,9584,2,0
1/16,9,83.77247027,10258,2,0
1/16,10,83.97282081,10302,2,0
1/16,11,84.22670242,10441,2,0
1/16,12,84.3910756,10264,2,0
1/16,13,84.01967748,10418,2,0
1/16,14,83.59538344,10484,2,0
1/16,15,83.63736367,10636,2,0
1/16,16,84.27926519,10234,2,0
1/16,17,84.61888772,9530,2,0
1/16,18,85.0396415,8703,2,0
1/16,19,85.04619628,8702,2,0
1/16,20,85.41038868,8336,2,0
1/16,21,85.50867758,8182,2,0
1/16,22,85.96430614,8741,2,0
1/16,23,86.28015649,9202,2,0
1/17,0,85.17364154,9128,3,0
1/17,1,85.54845913,8956,3,0
1/17,2,85.33441709,8612,3,0
1/17,3,85.53271254,8269,3,0
1/17,4,85.24678996,8489,3,0
1/17,5,85.48330722,8297,3,0
1/17,6,85.4187714,9344,3,0
1/17,7,84.68434424,9447,3,0
1/17,8,84.43164104,9494,3,0
1/17,9,83.9325931,10177,3,0
1/17,10,84.08508763,10213,3,0
1/17,11,84.37597836,10349,3,0
1/17,12,84.52871755,10168,3,0
1/17,13,84.16545366,10305,3,0
1/17,14,83.7235968,10387,3,0
1/17,15,83.78055028,10540,3,0
1/17,16,84.42044444,10125,3,0
1/17,17,84.7713014,9436,3,0
1/17,18,85.22070971,8595,3,0
1/17,19,85.21764911,8601,3,0
1/17,20,85.61344027,8229,3,0
1/17,21,85.7247559,8091,3,0
1/17,22,86.12959963,8642,3,0
1/17,23,86.4272058,9101,3,0
1/18,0,84.85775769,9294,4,0
1/18,1,85.23011083,9113,4,0
1/18,2,84.97742818,8772,4,0
1/18,3,85.17955408,8432,4,0
1/18,4,84.87109059,8665,4,0
1/18,5,85.10973011,8448,4,0
1/18,6,85.08688317,9484,4,0
1/18,7,84.37891234,9617,4,0
1/18,8,84.16223791,9634,4,0
1/18,9,83.65503538,10317,4,0
1/18,10,83.80472289,10375,4,0
1/18,11,84.08555386,10508,4,0
1/18,12,84.25709031,10331,4,0
1/18,13,83.93850855,10473,4,0
1/18,14,83.48138298,10528,4,0
1/18,15,83.55679266,10688,4,0
1/18,16,84.15682837,10266,4,0
1/18,17,84.45372108,9594,4,0
1/18,18,84.8632,8750,4,0
1/18,19,84.87254678,8764,4,0
1/18,20,85.23793062,8389,4,0
1/18,21,85.33199757,8235,4,0
1/18,22,85.77817022,8777,4,0
1/18,23,86.09107586,9267,4,0
1/19,0,84.97644401,9297,5,1
1/19,1,85.29879518,9130,5,1
1/19,2,85.0894198,8790,5,1
1/19,3,85.2748317,8467,5,1
1/19,4,85.00587152,8686,5,1
1/19,5,85.21765817,8472,5,1
1/19,6,85.19454355,9530,5,1
1/19,7,84.50124559,9634,5,1
1/19,8,84.23251242,9664,5,1
1/19,9,83.77437488,10318,5,1
1/19,10,83.97260538,10367,5,1
1/19,11,84.20336406,10523,5,1
1/19,12,84.33085034,10337,5,1
1/19,13,84.01584574,10476,5,1
1/19,14,83.60601176,10546,5,1
1/19,15,83.61759761,10706,5,1
1/19,16,84.25729803,10311,5,1
1/19,17,84.56501822,9605,5,1
1/19,18,84.98506612,8772,5,1
1/19,19,84.98507293,8776,5,1
1/19,20,85.34252764,8411,5,1
1/19,21,85.45477661,8259,5,1
1/19,22,85.88562351,8813,5,1
1/19,23,86.22107416,9291,5,1
1/20,0,84.96916818,9341,6,1
1/20,1,85.29766579,9168,6,1
1/20,2,85.12599229,8818,6,1
1/20,3,85.27947238,8491,6,1
1/20,4,85.01664753,8710,6,1
1/20,5,85.20784406,8516,6,1
1/20,6,85.18361582,9558,6,1
1/20,7,84.48871636,9660,6,1
1/20,8,84.2621209,9694,6,1
1/20,9,83.79666249,10367,6,1
1/20,10,83.97014782,10418,6,1
1/20,11,84.20268863,10563,6,1
1/20,12,84.37172674,10349,6,1
1/20,13,84.00332763,10518,6,1
1/20,14,83.56398641,10596,6,1
1/20,15,83.64423792,10760,6,1
1/20,16,84.27565158,10321,6,1
1/20,17,84.58119038,9644,6,1
1/20,18,85.01545279,8801,6,1
1/20,19,85.00192809,8817,6,1
1/20,20,85.37969435,8441,6,1
1/20,21,85.46601591,8298,6,1
1/20,22,85.90283905,8841,6,1
1/20,23,86.20828415,9319,6,1
1/21,0,85.16174709,9181,0,0
1/21,1,85.54388889,9000,0,0
1/21,2,85.30937247,8653,0,0
1/21,3,85.49232061,8334,0,0
1/21,4,85.20273269,8563,0,0
1/21,5,85.4546324,8365,0,0
1/21,6,85.37687321,9409,0,0
1/21,7,84.67094197,9512,0,0
1/21,8,84.42873599,9549,0,0
1/21,9,83.91318799,10229,0,0
1/21,10,84.10188789,10276,0,0
1/21,11,84.3667531,10413,0,0
1/21,12,84.51035561,10236,0,0
1/21,13,84.14134105,10365,0,0
1/21,14,83.72776874,10447,0,0
1/21,15,83.78375318,10599,0,0
1/21,16,84.41684665,10186,0,0
1/21,17,84.77675744,9474,0,0
1/21,18,85.18840914,8662,0,0
1/21,19,85.21265297,8662,0,0
1/21,20,85.59693755,8294,0,0
1/21,21,85.69521937,8137,0,0
1/21,22,86.11769452,8675,0,0
1/21,23,86.43259777,9154,0,0
1/22,0,85.03726104,9259,1,0
1/22,1,85.39040493,9088,1,0
1/22,2,85.20820913,8722,1,0
1/22,3,85.37225324,8419,1,0
1/22,4,85.07372204,8627,1,0
1/22,5,85.30170778,8432,1,0
1/22,6,85.24265483,9462,1,0
1/22,7,84.53804405,9581,1,0
1/22,8,84.30176899,9610,1,0
1/22,9,83.81785471,10283,1,0
1/22,10,84.00492421,10357,1,0
1/22,11,84.2438304,10495,1,0
1/22,12,84.41731518,10280,1,0
1/22,13,84.0320789,10443,1,0
1/22,14,83.64899278,10524,1,0
1/22,15,83.68246978,10673,1,0
1/22,16,84.29784116,10237,1,0
1/22,17,84.63129835,9566,1,0
1/22,18,85.06376878,8719,1,0
1/22,19,85.04362801,8710,1,0
1/22,20,85.44229159,8361,1,0
1/22,21,85.53030857,8199,1,0
1/22,22,86.00148453,8757,1,0
1/22,23,86.30107294,9227,1,0
1/23,0,84.99250856,9344,2,0
1/23,1,85.36099585,9158,2,0
1/23,2,85.1393582,8819,2,0
1/23,3,85.35031772,8498,2,0
1/23,4,85.02340255,8717,2,0
1/23,5,85.26268201,8516,2,0
1/23,6,85.21883164,9569,2,0
1/23,7,84.5044394,9686,2,0
1/23,8,84.27901694,9684,2,0
1/23,9,83.77180303,10377,2,0
1/23,10,83.9709464,10429,2,0
1/23,11,84.22302158,10564,2,0
1/23,12,84.39413241,10362,2,0
1/23,13,84.02627821,10503,2,0
1/23,14,83.59259958,10594,2,0
1/23,15,83.66883963,10738,2,0
1/23,16,84.27483059,10330,2,0
1/23,17,84.59608006,9643,2,0
1/23,18,85.02484683,8814,2,0
1/23,19,85.00905797,8832,2,0
1/23,20,85.39007344,8442,2,0
1/23,21,85.49156016,8294,2,0
1/23,22,85.92325108,8834,2,0
1/23,23,86.23957886,9308,2,0
1/24,0,84.86631074,9178,3,0
1/24,1,85.23180353,8999,3,0
1/24,2,85.01575168,8634,3,0
1/24,3,85.20113008,8318,3,0
1/24,4,84.9169202,8546,3,0
1/24,5,85.14710466,8341,3,0
1/24,6,85.12655801,9387,3,0
1/24,7,84.40919129,9509,3,0
1/24,8,84.1652338,9538,3,0
1/24,9,83.69317403,10211,3,0
1/24,10,83.89469579,10256,3,0
1/24,11,84.11340702,10405,3,0
1/24,12,84.27778321,10231,3,0
1/24,13,83.97735192,10332,3,0
1/24,14,83.50345026,10434,3,0
1/24,15,83.66481027,10594,3,0
1/24,16,84.16720731,10173,3,0
1/24,17,84.46860514,9492,3,0
1/24,18,84.89675107,8649,3,0
1/24,19,84.92009713,8648,3,0
1/24,20,85.29120348,8276,3,0
1/24,21,85.3877551,8134,3,0
1/24,22,85.8187788,8680,3,0
1/24,23,86.15736595,9157,3,0
1/25,0,85.84571185,9398,4,0
1/25,1,86.20021657,9235,4,0
1/25,2,86.0299617,8878,4,0
1/25,3,86.17417698,8566,4,0
1/25,4,85.92699317,8780,4,0
1/25,5,86.1816801,8559,4,0
1/25,6,86.03245943,9612,4,0
1/25,7,85.3507148,9723,4,0
1/25,8,85.08311129,9758,4,0
1/25,9,84.58418783,10435,4,0
1/25,10,84.74176925,10479,4,0
1/25,11,84.89148455,10616,4,0
1/25,12,85.14072864,10403,4,0
1/25,13,84.78424495,10549,4,0
1/25,14,84.1800169,10649,4,0
1/25,15,84.39372919,10812,4,0
1/25,16,85.06713543,10382,4,0
1/25,17,85.20333574,9713,4,0
1/25,18,85.90778066,8881,4,0
1/25,19,85.78931349,8871,4,0
1/25,20,86.30994358,8508,4,0
1/25,21,86.43251974,8358,4,0
1/25,22,86.80074257,8888,4,0
1/25,23,87.06047655,9359,4,0
1/26,0,84.83370241,9483,5,1
1/26,1,85.18758058,9308,5,1
1/26,2,84.9592452,8956,5,1
1/26,3,85.1311057,8619,5,1
1/26,4,84.87457665,8858,5,1
1/26,5,85.07718974,8654,5,1
1/26,6,85.08321288,9686,5,1
1/26,7,84.38230793,9801,5,1
1/26,8,84.18830838,9819,5,1
1/26,9,83.68286177,10497,5,1
1/26,10,83.86304616,10551,5,1
1/26,11,84.11005053,10686,5,1
1/26,12,84.25057078,10512,5,1
1/26,13,83.92175303,10633,5,1
1/26,14,83.51772719,10718,5,1
1/26,15,83.56906382,10874,5,1
1/26,16,84.14623183,10456,5,1
1/26,17,84.46550138,9783,5,1
1/26,18,84.84940835,8958,5,1
1/26,19,84.86356017,8949,5,1
1/26,20,85.22214444,8571,5,1
1/26,21,85.31914641,8435,5,1
1/26,22,85.74782899,8982,5,1
1/26,23,86.04597458,9440,5,1
1/27,0,84.76971508,9371,6,1
1/27,1,85.11010968,9209,6,1
1/27,2,84.88160271,8860,6,1
1/27,3,85.0795641,8534,6,1
1/27,4,84.80684541,8765,6,1
1/27,5,85.00842598,8545,6,1
1/27,6,84.99614463,9597,6,1
1/27,7,84.30632208,9712,6,1
1/27,8,84.07434028,9739,6,1
1/27,9,83.63394919,10392,6,1
1/27,10,83.76178186,10461,6,1
1/27,11,84.05948447,10591,6,1
1/27,12,84.17549923,10416,6,1
1/27,13,83.84179613,10556,6,1
1/27,14,83.44217751,10636,6,1
1/27,15,83.43696235,10811,6,1
1/27,16,84.10565419,10364,6,1
1/27,17,84.41719186,9679,6,1
1/27,18,84.76804065,8855,6,1
1/27,19,84.77267599,8864,6,1
1/27,20,85.13320781,8498,6,1
1/27,21,85.252944,8322,6,1
1/27,22,85.67794514,8896,6,1
1/27,23,86.0203252,9348,6,1
1/28,0,85.04620892,9219,0,0
1/28,1,85.41106327,9057,0,0
1/28,2,85.16341295,8708,0,0
1/28,3,85.4,8380,0,0
1/28,4,85.06107047,8613,0,0
1/28,5,85.31413613,8404,0,0
1/28,6,85.26740004,9454,0,0
1/28,7,84.54678363,9576,0,0
1/28,8,84.35508457,9578,0,0
1/28,9,83.73564558,10293,0,0
1/28,10,84.01279938,10313,0,0
1/28,11,84.25782372,10449,0,0
1/28,12,84.42919793,10261,0,0
1/28,13,84.07353648,10403,0,0
1/28,14,83.63105223,10492,0,0
1/28,15,83.68537638,10654,0,0
1/28,16,84.33496237,10231,0,0
1/28,17,84.63851387,9555,0,0
1/28,18,85.05943093,8716,0,0
1/28,19,85.07609319,8713,0,0
1/28,20,85.45600575,8342,0,0
1/28,21,85.55479619,8194,0,0
1/28,22,85.97388316,8730,0,0
1/28,23,86.28720287,9213,0,0
1/29,0,85.01526385,9172,1,0
1/29,1,85.37103219,9010,1,0
1/29,2,85.17280093,8640,1,0
1/29,3,85.34582133,8328,1,0
1/29,4,85.06942496,8556,1,0
1/29,5,85.29255128,8337,1,0
1/29,6,85.22193878,9408,1,0
1/29,7,84.53479083,9514,1,0
1/29,8,84.28983531,9533,1,0
1/29,9,83.78477793,10222,1,0
1/29,10,83.99081942,10239,1,0
1/29,11,84.23437048,10381,1,0
1/29,12,84.3778083,10193,1,0
1/29,13,84.03830158,10339,1,0
1/29,14,83.57383966,10428,1,0
1/29,15,83.65137355,10593,1,0
1/29,16,84.28744104,10176,1,0
1/29,17,84.6407173,9480,1,0
1/29,18,85.03481379,8646,1,0
1/29,19,85.04777881,8644,1,0
1/29,20,85.4201305,8276,1,0
1/29,21,85.54295913,8124,1,0
1/29,22,85.98673893,8672,1,0
1/29,23,86.3101072,9142,1,0
1/30,0,85.10490131,9018,2,0
1/30,1,85.47676653,8845,2,0
1/30,2,85.26401979,8488,2,0
1/30,3,85.46866953,8155,2,0
1/30,4,85.16585191,8387,2,0
1/30,5,85.39682346,8185,2,0
1/30,6,85.34035884,9252,2,0
1/30,7,84.60663102,9350,2,0
1/30,8,84.33550107,9380,2,0
1/30,9,83.82410714,10080,2,0
1/30,10,83.99358595,10134,2,0
1/30,11,84.28480951,10263,2,0
1/30,12,84.45044687,10070,2,0
1/30,13,84.10491771,10208,2,0
1/30,14,83.66776988,10273,2,0
1/30,15,83.72520839,10437,2,0
1/30,16,84.37827042,10014,2,0
1/30,17,84.71128271,9324,2,0
1/30,18,85.14110718,8490,2,0
1/30,19,85.1393597,8496,2,0
1/30,20,85.54071701,8117,2,0
1/30,21,85.63773206,7972,2,0
1/30,22,86.08610361,8513,2,0
1/30,23,86.39928818,8991,2,0
1/31,0,85.17219251,8415,3,0
1/31,1,85.55393939,8250,3,0
1/31,2,85.33049879,7879,3,0
1/31,3,85.52646903,7556,3,0
1/31,4,85.22516386,7781,3,0
1/31,5,85.47960934,7577,3,0
1/31,6,85.41382499,8651,3,0
1/31,7,84.62164937,8767,3,0
1/31,8,84.366697,8792,3,0
1/31,9,83.82025316,9480,3,0
1/31,10,84.01018052,9528,3,0
1/31,11,84.29319426,9683,3,0
1/31,12,84.46111639,9477,3,0
1/31,13,84.07677124,9626,3,0
1/31,14,83.61424302,9703,3,0
1/31,15,83.69283103,9848,3,0
